Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120231202000180","2023-12-02 14:19:57","2023-12-03 00:00:00","2024-12-02 00:00:00","New","Al Barsha South Fifth","50000","50000","Free Hold","36.24","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","",""
"0120231202000184","2023-12-02 14:28:13","2023-11-21 00:00:00","2024-11-20 00:00:00","New","Madinat Al Mataar","33000","33000","Free Hold","59.45","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","MAG 5 BOULEVARD"
"0120231202000188","2023-12-02 14:38:56","2023-11-30 00:00:00","2024-11-29 00:00:00","New","Al Raffa","85000","85000","Non Free Hold","1239","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120231202000190","2023-12-02 14:43:11","2023-12-02 00:00:00","2024-12-01 00:00:00","New","Wadi Al Safa 5","37000","37000","Free Hold","40","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Shorooq Land 2"
"0120231202000193","2023-12-02 14:53:25","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Barsha South Fourth","72000","72000","Free Hold","82.97","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","THE CONCOURSE 2"
"0120231202000193","2023-12-02 14:53:25","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Barsha South Fourth","72000","72000","Free Hold","82.97","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","TOWER 108"
"0120231202000197","2023-12-02 14:58:16","2023-11-28 00:00:00","2024-11-27 00:00:00","New","Burj Khalifa","160000","160000","Free Hold","82.85","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","","BLVD HEIGHTS"
"0120231202000201","2023-12-02 15:07:57","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Wadi Al Safa 3","70000","70000","Free Hold","133.12","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120231202000203","2023-12-02 15:17:47","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Hadaeq Sheikh Mohammed Bin Rashid","375000","375000","Free Hold","500.2","Villa","Villa","4","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Motor City","","1","","SIDRA"
"0120231202000205","2023-12-02 15:21:44","2023-11-10 00:00:00","2024-11-09 00:00:00","New","Al Warsan First","23000","23000","Free Hold","45","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231202000210","2023-12-02 15:27:26","2023-12-02 00:00:00","2024-12-01 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Hail Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231202000214","2023-12-02 15:31:13","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Muhaisanah First","75000","75000","Free Hold","107.12","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231202000216","2023-12-02 15:39:50","2023-12-08 00:00:00","2024-12-07 00:00:00","New","Al Karama","100999","100999","Non Free Hold","214.8","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231202000218","2023-12-02 15:44:26","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Ras Al Khor Industrial Third","84500","84500","Non Free Hold","141.8","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231202000220","2023-12-02 15:45:38","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Jabal Ali First","56999","56999","Free Hold","88","Unit","Flat","","Residential","","","","","1","",""
"0120231202000222","2023-12-02 15:46:26","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Jabal Ali First","56999","56999","Free Hold","88","Unit","Flat","","Residential","","","","","1","",""
"0120231202000224","2023-12-02 15:50:20","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Qusais Industrial Fifth","49000","49000","Non Free Hold","100.7","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231202000226","2023-12-02 15:51:07","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Karama","64999","64999","Non Free Hold","94.57","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231202000228","2023-12-02 15:52:01","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Qusais Industrial Fifth","37000","37000","Non Free Hold","70.97","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231202000231","2023-12-02 15:53:17","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Qusais Industrial Fifth","48000","48000","Non Free Hold","100.7","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231202000234","2023-12-02 15:57:07","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Barsha First","90999","90999","Non Free Hold","104.28","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231202000238","2023-12-02 16:06:33","2023-12-20 00:00:00","2024-12-19 00:00:00","New","Al Barsha First","50400","50400","Non Free Hold","86","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231202000240","2023-12-02 16:07:27","2023-11-30 00:00:00","2024-11-29 00:00:00","New","Wadi Al Safa 5","36000","36000","Free Hold","40.22","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Shorooq Land 2"
"0120231202000241","2023-12-02 16:07:32","2023-12-02 00:00:00","2024-12-01 00:00:00","New","Business Bay","20000","20000","Free Hold","20.4","Virtual Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","ONTARIO TOWER"
"0120231202000247","2023-12-02 16:21:23","2023-12-03 00:00:00","2024-12-02 00:00:00","New","Wadi Al Safa 5","35000","35000","Free Hold","40.6","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Shorooq Land 2"
"0120231202000250","2023-12-02 16:33:05","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Barshaa South Third","40000","40000","Free Hold","54.25","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120231202000256","2023-12-02 16:44:01","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Warsan First","60000","60000","Free Hold","86.95","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","","Lawnz Residence by Danube "
"0120231202000256","2023-12-02 16:44:01","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Warsan First","60000","60000","Free Hold","86.95","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120231202000261","2023-12-02 17:10:48","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Warsan First","24000","24000","Free Hold","45","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120231202000265","2023-12-02 17:33:10","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Thanyah Third","180000","180000","Free Hold","192.34","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Burj Al Arab","","1","",""
"0120231202000268","2023-12-02 17:33:23","2023-12-10 00:00:00","2024-12-09 00:00:00","New","Al Yelayiss 2","80000","80000","Free Hold","82.53","Unit","Flat","","Residential","","","Dubai Cycling Course","","1","","HAYAT BOULEVARD"
"0120231202000274","2023-12-02 18:13:07","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Hebiah Fourth","32000","32000","Free Hold","38.09","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","ELITE II SPORTS RESIDENCE"
"0120231202000274","2023-12-02 18:13:07","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Hebiah Fourth","32000","32000","Free Hold","38.09","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Sports City Swimming Academy","","1","","ELITE II SPORTS RESIDENCE"
"0120231202000278","2023-12-02 18:24:28","2023-12-08 00:00:00","2024-12-07 00:00:00","New","Nad Al Hamar","88000","88000","Free Hold","125.17","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231202000280","2023-12-02 18:28:47","2023-07-01 00:00:00","2024-06-30 00:00:00","New","Wadi Al Safa 5","24000","24000","Free Hold","40","Unit","Flat","","Residential","","","IMG World Adventures","","1","","K1"
"0120231202000283","2023-12-02 18:34:48","2023-12-15 00:00:00","2024-12-14 00:00:00","New","Madinat Hind 4","75000","75000","Free Hold","112.24","Villa","Villa","3","Residential","","","","","1","","DAMAC HILLS (2) - AQUILEGIA "
"0120231202000292","2023-12-02 19:14:53","2024-01-01 00:00:00","2024-12-31 00:00:00","New","Al Sabkha","34500","34500","Non Free Hold","24","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120231202000295","2023-12-02 19:20:00","2023-12-02 00:00:00","2024-12-01 00:00:00","New","Al Thanyah Fifth","55000","55000","Free Hold","34.63","Unit","Flat","","Residential","Jumeirah Lakes Towers","Marina Mall","Sports City Swimming Academy","","1","","GOLD CREST EXECUTIVE"
"0120231202000301","2023-12-02 19:46:21","2023-06-15 00:00:00","2024-06-14 00:00:00","New","Al Merkadh","480000","480000","Free Hold","559.09","Villa","Villa","4","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","SOBHA HARTLAND VILLAS-PHASE 1"
"0120231202000307","2023-12-02 20:14:44","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Warsan First","43000","43000","Free Hold","81.31","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120231202000310","2023-12-02 20:50:01","2023-12-02 00:00:00","2024-12-01 00:00:00","New","Madinat Hind 4","24000","24000","Free Hold","40.39","Unit","Flat","","Residential","","","","","1","","DAMAC HILLS (2) - VIRIDIS "
"0120231202000487","2023-12-02 21:33:07","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Thanyah Fifth","130000","130000","Free Hold","141.48","Unit","Flat","","Residential","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","","1","",""
"0120231202000503","2023-12-02 23:32:15","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Thanyah Fifth","90000","90000","Free Hold","83.33","Unit","Flat","","Residential","Marina Mall Metro Station","Marina Mall","Burj Al Arab","","1","",""
"0220181101002142","2023-12-02 13:47:06","2023-12-03 00:00:00","2024-12-02 00:00:00","Renewed","Al Warqa Fourth","120000","120000","Non Free Hold","0","Villa","Villa","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","0","1","",""
"0220191222005253","2023-12-02 09:20:29","2024-01-02 00:00:00","2025-01-01 00:00:00","Renewed","Marsa Dubai","195000","195000","Free Hold","313","Unit","Flat","","Residential","Jumeirah Beach Residency","Marina Mall","Burj Al Arab","","1","",""
"0220201117001889","2023-12-02 10:13:24","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Yelayiss 2","114000","114000","Free Hold","187","Villa","Villa","3","Residential","","","","","1","","NOOR TOWNHOUSES"
"0220201125003622","2023-12-02 23:14:25","2023-12-01 00:00:00","2024-08-14 00:00:00","Renewed","Al Thanyah Fifth","34600","49126.72","Free Hold","101","Unit","Flat","","Residential","Marina Mall Metro Station","Marina Mall","Sports City Swimming Academy","","1","","DUBAI ARCH TOWER"
"0220211125005057","2023-12-02 02:03:21","2023-12-12 00:00:00","2024-12-11 00:00:00","Renewed","Al Barsha South Fourth","50000","50000","Free Hold","67","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","Bloom Towers"
"0220211129000113","2023-12-02 20:06:02","2023-12-01 00:00:00","2024-11-30 00:00:00","Renewed","Wadi Al Safa 5","34000","34000","Free Hold","78","Unit","Flat","","Residential","","","IMG World Adventures","","1","","SKY COURTS"
"0220220127003410","2023-12-02 11:28:38","2023-12-31 00:00:00","2024-12-31 00:00:00","Renewed","Burj Khalifa","130000","129651.47","Free Hold","52","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","","THE ADDRESS - THE BLVD"
"0220221124003699","2023-12-02 02:15:56","2023-12-08 00:00:00","2024-12-07 00:00:00","Renewed","Wadi Al Safa 5","145000","145000","Free Hold","229","Villa","Villa","4","Residential","","","IMG World Adventures","","1","","Villanova Amaranta A "
"0220221205000070","2023-12-02 15:27:32","2023-11-30 00:00:00","2024-11-30 00:00:00","Renewed","Nadd Hessa","41000","40886.43","Free Hold","74","Unit","Flat","","Residential","","","IMG World Adventures","","1","","THE DUNES"
"0220221215000184","2023-12-02 05:00:56","2023-12-15 00:00:00","2024-12-14 00:00:00","Renewed","Wadi Al Safa 5","110000","110000","Free Hold","159","Villa","Villa","2","Residential","","","IMG World Adventures","","1","","Villanova Amaranta "
"0220231202000001","2023-12-02 00:05:28","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Marsa Dubai","175000","175000","Free Hold","148","Unit","Flat","","Residential","Marina Towers","Marina Mall","Burj Al Arab","","1","",""
"0220231202000032","2023-12-02 09:32:46","2023-12-01 00:00:00","2024-12-01 00:00:00","New","Al Hebiah Fourth","200000","199463.81","Free Hold","209","Villa","Villa","4","Residential","","","","","1","","Elan"
"0220231202000048","2023-12-02 09:50:25","2023-12-02 00:00:00","2024-12-01 00:00:00","New","Burj Khalifa","105000","105000","Free Hold","60","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","","FORTE"
"0220231202000077","2023-12-02 10:39:17","2023-10-02 00:00:00","2024-10-01 00:00:00","New","Madinat Hind 4","52000","52000","Free Hold","112","Villa","Villa","3","Residential","","","","","1","","DAMAC HILLS (2) - AVENCIA-2 "
"0220231202000115","2023-12-02 11:54:02","2023-11-15 00:00:00","2024-11-14 00:00:00","New","Madinat Hind 4","90000","90000","Free Hold","175","Villa","Villa","4","Residential","","","","","1","","DAMAC HILLS (2) - ASTER "
"0220231202000138","2023-12-02 12:54:49","2023-11-28 00:00:00","2024-11-27 00:00:00","New","Al Barshaa South Third","75000","75000","Free Hold","84","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","","2020 Marquis"
"0220231202000143","2023-12-02 13:09:20","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Madinat Al Mataar","120000","120000","Free Hold","133","Villa","Villa","2","Residential","","","Expo 2020 Site","","1","","The Pulse Villas"
"0220231202000148","2023-12-02 13:12:10","2023-12-02 00:00:00","2024-12-01 00:00:00","New","Al Yelayiss 2","95000","95000","Free Hold","214","Villa","Villa","3","Residential","","","Dubai Cycling Course","","1","","SAFI TOWNHOUSES"
"0220231202000171","2023-12-02 14:06:43","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Hadaeq Sheikh Mohammed Bin Rashid","185000","185000","Free Hold","126","Unit","Flat","","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","","MULBERRY at PARK HEIGHTS"
"0220231202000199","2023-12-02 14:58:23","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Madinat Al Mataar","39500","39500","Free Hold","44","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","MAG 5 BOULEVARD"
"0220231202000200","2023-12-02 15:01:05","2023-12-07 00:00:00","2024-12-08 00:00:00","New","Al Hebiah Fourth","100000","99465.24","Free Hold","112","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","V2"
"1957804635","2023-12-02 14:34:51","2024-01-01 00:00:00","2024-12-31 00:00:00","Renewed","Al Satwa","39900","39900","Non Free Hold","17.37","Unit","Shop","","Commercial","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"29682665","2023-12-02 11:01:37","2023-12-05 00:00:00","2024-12-04 00:00:00","Renewed","Naif","50000","50000","Non Free Hold","20","Unit","Shop","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"32695935","2023-12-02 10:07:01","2023-12-23 00:00:00","2024-12-22 00:00:00","Renewed","Ras Al Khor Industrial Third","41800","41800","Non Free Hold","82.68","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
