Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120231204000017","2023-12-04 09:08:19","2023-09-27 00:00:00","2024-09-26 00:00:00","New","Business Bay","163000","163000","Free Hold","162.29","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","LA RESIDENCE 4 AT THE LOTUS"
"0120231204000017","2023-12-04 09:08:19","2023-09-27 00:00:00","2024-09-26 00:00:00","New","Business Bay","163000","163000","Free Hold","162.29","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","DAMAC TOWERS BY PARAMOUNT"
"0120231204000025","2023-12-04 09:31:41","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Business Bay","115000","115000","Free Hold","86.77","Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","CHURCHILL TOWER"
"0120231204000029","2023-12-04 09:41:59","2023-12-08 00:00:00","2024-12-07 00:00:00","New","Wadi Al Safa 5","90000","90000","Free Hold","111.98","Unit","Flat","","Residential","","","IMG World Adventures","","1","",""
"0120231204000030","2023-12-04 09:43:21","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Palm Jumeirah","95000","95000","Free Hold","51","Unit","Flat","","Residential","Palm Jumeirah","Marina Mall","Burj Al Arab","","1","","PALM VIEWS - EAST"
"0120231204000035","2023-12-04 09:59:37","2023-12-02 00:00:00","2024-12-01 00:00:00","New","Warsan Fourth","39500","39500","Free Hold","40.81","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120231204000039","2023-12-04 10:03:16","2023-12-01 00:00:00","2025-01-31 00:00:00","New","Al Hamriya","35000","30000","Non Free Hold","26.48","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000044","2023-12-04 10:25:44","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Murqabat","80000","80000","Non Free Hold","108","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000046","2023-12-04 10:26:41","2023-12-15 00:00:00","2024-12-14 00:00:00","New","Al Mararr","24000","24000","Non Free Hold","32.14","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000060","2023-12-04 10:43:24","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Barsha First","75000","75000","Non Free Hold","71","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231204000063","2023-12-04 10:50:03","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Barsha First","80000","80000","Non Free Hold","132","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231204000065","2023-12-04 10:57:22","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Bada","30000","30000","Non Free Hold","1","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120231204000069","2023-12-04 11:00:22","2023-12-01 00:00:00","2024-12-31 00:00:00","New","Al Barsha First","65000","65000","Non Free Hold","47","Unit","Office","","Commercial","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231204000072","2023-12-04 11:02:20","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Wadi Al Safa 5","63000","63000","Free Hold","119.53","Unit","Flat","","Residential","","","IMG World Adventures","","1","","SKY COURTS"
"0120231204000075","2023-12-04 11:04:57","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Bada","130000","130000","Non Free Hold","315.87","Villa","Villa","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","2","1","",""
"0120231204000081","2023-12-04 11:19:45","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Al Baraha","20000","20000","Non Free Hold","1","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000087","2023-12-04 11:32:25","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Dhagaya","52000","52000","Non Free Hold","45","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000089","2023-12-04 11:33:58","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Bada","110250","110250","Non Free Hold","315.87","Villa","Villa","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","2","1","",""
"0120231204000095","2023-12-04 11:42:04","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Me'Aisem First","50000","50000","Free Hold","66.27","Unit","Flat","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","","CENTRIUM TOWER"
"0120231204000102","2023-12-04 11:47:24","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Barsha South Fourth","60000","60000","Free Hold","63.81","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","Bloom Towers"
"0120231204000105","2023-12-04 11:54:08","2023-11-09 00:00:00","2024-11-08 00:00:00","New","Jabal Ali First","50000","50000","Free Hold","90","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120231204000109","2023-12-04 11:57:03","2023-12-10 00:00:00","2024-12-03 00:00:00","New","Al Warsan First","34000","34576.27","Free Hold","67","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120231204000111","2023-12-04 12:02:22","2023-12-10 00:00:00","2024-12-09 00:00:00","New","Trade Center Second","75000","75000","Non Free Hold","53.87","Unit","Flat","","Residential","Financial Centre","Dubai Mall","Burj Khalifa","","1","",""
"0120231204000113","2023-12-04 12:03:18","2023-11-05 00:00:00","2024-11-04 00:00:00","New","Al Barsha First","80000","80000","Non Free Hold","63","Unit","Flat","","Residential","First Abu Dhabi Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231204000116","2023-12-04 12:05:55","2023-11-08 00:00:00","2024-11-07 00:00:00","New","Al Goze Industrial Second","109270","109270","Non Free Hold","290.04","Unit","Warehouse","","Industrial","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231204000118","2023-12-04 12:06:32","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Warsan First","35000","35000","Free Hold","67","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120231204000121","2023-12-04 12:10:30","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Ras","28000","28000","Non Free Hold","27","Unit","Flat","","Residential","Al Ras Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000126","2023-12-04 12:17:30","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Marsa Dubai","110000","110000","Free Hold","99.59","Unit","Flat","","Residential","Jumeirah Beach Residency","Marina Mall","Sports City Swimming Academy","","1","",""
"0120231204000130","2023-12-04 12:21:28","2023-12-09 00:00:00","2024-12-08 00:00:00","New","Al Qusais Industrial Fifth","44000","44000","Non Free Hold","73.76","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000135","2023-12-04 12:23:22","2023-12-08 00:00:00","2024-12-07 00:00:00","New","Al Qusais Industrial Fifth","49000","49000","Non Free Hold","107.29","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000138","2023-12-04 12:24:20","2023-12-08 00:00:00","2024-12-07 00:00:00","New","Al Qusais Industrial Fifth","29000","29000","Non Free Hold","38.74","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000141","2023-12-04 12:25:11","2023-12-08 00:00:00","2024-12-07 00:00:00","New","Al Qusais Industrial Fifth","40000","40000","Non Free Hold","73.76","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000145","2023-12-04 12:25:56","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Qusais Industrial Fifth","36500","36500","Non Free Hold","72.68","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000148","2023-12-04 12:26:36","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Qusais Industrial Fifth","40000","40000","Non Free Hold","73.76","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000151","2023-12-04 12:27:14","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Qusais Industrial Fifth","43000","43000","Non Free Hold","73.76","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000153","2023-12-04 12:27:17","2023-12-15 00:00:00","2024-12-14 00:00:00","New","Al Nahda First","60000","60000","Non Free Hold","115.03","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000155","2023-12-04 12:27:41","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Business Bay","75000","75000","Free Hold","39.51","Unit","Hotel","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","BAY'S EDGE"
"0120231204000159","2023-12-04 12:27:55","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Qusais Industrial Fifth","48000","48000","Non Free Hold","110.17","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000164","2023-12-04 12:28:45","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Rashidiya","35999","35999","Non Free Hold","33.17","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000166","2023-12-04 12:29:21","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Qusais Industrial Fifth","48000","48000","Non Free Hold","109.52","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000170","2023-12-04 12:30:09","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Muhaisanah Fourth","37000","37000","Non Free Hold","68.15","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000174","2023-12-04 12:31:35","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120231204000175","2023-12-04 12:32:01","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Muhaisanah Fourth","39999","39999","Non Free Hold","97.18","Unit","Flat","","Residential","Etisalat Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000177","2023-12-04 12:32:07","2023-12-15 00:00:00","2024-12-14 00:00:00","New","Al Goze Industrial Second","120925","120925","Non Free Hold","320.98","Unit","Warehouse","","Industrial","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231204000179","2023-12-04 12:32:30","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Al Suq Al Kabeer","28000","28000","Non Free Hold","28.71","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120231204000182","2023-12-04 12:32:46","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Qusais Industrial Fifth","59500","59500","Non Free Hold","129.87","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000186","2023-12-04 12:33:30","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Qusais Industrial Fifth","37000","37000","Non Free Hold","70.97","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000188","2023-12-04 12:34:10","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Qusais Industrial Fifth","49000","49000","Non Free Hold","100.7","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000191","2023-12-04 12:34:48","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Qusais Industrial Fifth","60500","60500","Non Free Hold","129.87","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000193","2023-12-04 12:35:36","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Qusais Industrial Fifth","48000","48000","Non Free Hold","110.17","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000196","2023-12-04 12:36:17","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Qusais Industrial Fifth","52500","52500","Non Free Hold","110.54","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000204","2023-12-04 12:41:13","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Al Thanyah First","50000","50000","Free Hold","47.7","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231204000205","2023-12-04 12:41:18","2023-12-14 00:00:00","2024-12-13 00:00:00","New","Al Warsan First","23000","23000","Free Hold","43","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120231204000208","2023-12-04 12:42:06","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Qusais Industrial Fifth","39000","39000","Non Free Hold","73.76","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000210","2023-12-04 12:42:52","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Qusais Industrial Fifth","49000","49000","Non Free Hold","110.54","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000213","2023-12-04 12:43:11","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Wadi Al Safa 5","15750","15750","Free Hold","10","Virtual Unit","Office","","Commercial","","","IMG World Adventures","","1","","BLUE WAVE"
"0120231204000217","2023-12-04 12:52:23","2023-11-01 00:00:00","2024-10-31 00:00:00","New","Al Karama","135000","135000","Non Free Hold","147","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000223","2023-12-04 12:58:21","2023-11-10 00:00:00","2024-11-09 00:00:00","New","Jabal Ali First","52400","52400","Free Hold","76.75","Unit","Flat","","Residential","Ibn Battuta Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","Azizi Samia Residence"
"0120231204000230","2023-12-04 13:08:06","2023-11-30 00:00:00","2024-11-29 00:00:00","New","Al Warsan First","96000","96000","Free Hold","154","Villa","Villa","3","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","","WARSAN VILLAGE A"
"0120231204000233","2023-12-04 13:08:22","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Khairan First","145000","145000","Free Hold","106","Unit","Flat","","Residential","Creek Metro Station","City Centre Mirdif","Dubai International Airport","","1","","Harbour Gate "
"0120231204000242","2023-12-04 13:16:13","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Murqabat","60000","60000","Non Free Hold","130.06","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000249","2023-12-04 13:22:45","2023-11-24 00:00:00","2024-11-23 00:00:00","New","Al Thanyah Fifth","70000","70000","Free Hold","68.3","Unit","Office","","Commercial","Damac Properties","Marina Mall","Burj Al Arab","","1","",""
"0120231204000251","2023-12-04 13:24:33","2023-12-10 00:00:00","2024-12-09 00:00:00","New","Al Warqa First","65000","65000","Non Free Hold","109","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000256","2023-12-04 13:33:13","2023-12-20 00:00:00","2024-12-19 00:00:00","New","Nadd Hessa","40000","40000","Free Hold","79.64","Unit","Flat","","Residential","","City Centre Mirdif","IMG World Adventures","","1","","AXIS RESIDENCES 3"
"0120231204000259","2023-12-04 13:34:51","2023-12-08 00:00:00","2024-12-07 00:00:00","New","Al Thanyah Third","78000","78000","Free Hold","71.05","Unit","Flat","","Residential","Dubai Internet City","Marina Mall","Burj Al Arab","","1","",""
"0120231204000260","2023-12-04 13:36:08","2023-02-11 00:00:00","2024-02-10 00:00:00","New","Al Warsan First","28000","28000","Free Hold","69","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120231204000269","2023-12-04 13:44:19","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Jabal Ali First","65000","65000","Free Hold","103.42","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120231204000271","2023-12-04 13:44:33","2024-01-10 00:00:00","2025-01-09 00:00:00","New","Al Jadaf","120000","120000","Non Free Hold","65.8","Unit","Shop","","Commercial","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000278","2023-12-04 13:52:09","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Barsha South Fourth","49500","49500","Free Hold","63.64","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","DIAMOND VIEWS 1"
"0120231204000283","2023-12-04 13:55:34","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Hebiah Fourth","35000","35000","Free Hold","38.08","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","ELITE 7 SPORTS RESIDENCE"
"0120231204000285","2023-12-04 13:56:03","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Al Hebiah Fourth","48000","48000","Free Hold","40.05","Unit","Flat","","Residential","Nakheel Metro Station","Marina Mall","Sports City Swimming Academy","","1","","EAGLE HEIGHTS"
"0120231204000287","2023-12-04 13:58:58","2023-12-10 00:00:00","2024-12-09 00:00:00","New","Nadd Hessa","38000","38000","Free Hold","1","Unit","Flat","","Residential","","City Centre Mirdif","","","1","",""
"0120231204000289","2023-12-04 14:00:09","2024-01-05 00:00:00","2025-01-04 00:00:00","New","Al Jadaf","58000","58000","Non Free Hold","66.34","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000299","2023-12-04 14:16:23","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","29","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120231204000301","2023-12-04 14:16:45","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Business Bay","155000","155000","Free Hold","140.92","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","LA RESIDENCE 4 AT THE LOTUS"
"0120231204000301","2023-12-04 14:16:45","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Business Bay","155000","155000","Free Hold","140.92","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","LA RESIDENCE 3 AT THE LOTUS"
"0120231204000301","2023-12-04 14:16:45","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Business Bay","155000","155000","Free Hold","140.92","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Downtown Dubai","","1","","DAMAC TOWERS BY PARAMOUNT"
"0120231204000307","2023-12-04 14:22:22","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","30","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120231204000309","2023-12-04 14:22:50","2023-10-31 00:00:00","2024-10-30 00:00:00","New","Al Hebiah Fourth","42000","42000","Free Hold","50.77","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","THE BRIDGE"
"0120231204000315","2023-12-04 14:26:49","2023-11-15 00:00:00","2024-11-14 00:00:00","New","Business Bay","80000","80000","Free Hold","121.7","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120231204000318","2023-12-04 14:27:28","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","44","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000321","2023-12-04 14:29:21","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Hor Al Anz","20000","20000","Non Free Hold","28","Unit","Office","","Commercial","Abu Baker Al Siddique Metro Station","","Dubai International Airport","","1","",""
"0120231204000325","2023-12-04 14:32:14","2023-12-04 00:00:00","2024-12-03 00:00:00","New","Al Mararr","20000","20000","Non Free Hold","50","Unit","Office","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000326","2023-12-04 14:32:49","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Business Bay","130000","130000","Free Hold","10","Virtual Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","PRIME TOWER"
"0120231204000331","2023-12-04 14:37:45","2023-12-07 00:00:00","2024-12-06 00:00:00","New","Madinat Dubai Almelaheyah","74999","74999","Non Free Hold","131","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120231204000333","2023-12-04 14:38:41","2023-12-20 00:00:00","2024-12-19 00:00:00","New","Mirdif","130000","130000","Non Free Hold","220","Villa","Complex Villas","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","1","1","",""
"0120231204000334","2023-12-04 14:38:51","2023-12-10 00:00:00","2024-12-09 00:00:00","New","Nadd Hessa","39000","39000","Free Hold","78.67","Unit","Flat","","Residential","","","IMG World Adventures","","1","","AXIS  RESIDENCES 1"
"0120231204000337","2023-12-04 14:40:48","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Jabal Ali Industrial Second","55000","55000","Free Hold","63.72","Unit","Flat","","Residential","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","PRIME BUSINESS AVENUE"
"0120231204000337","2023-12-04 14:40:48","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Jabal Ali Industrial Second","55000","55000","Free Hold","63.72","Unit","Flat","","Residential","UAE Exchange Metro Station","Ibn-e-Battuta Mall","Expo 2020 Site","","1","","Azizi Aura Residences"
"0120231204000342","2023-12-04 14:45:32","2023-12-09 00:00:00","2024-07-17 00:00:00","New","Al Hebiah Third","33341","54879.88","Free Hold","94.84","Unit","Flat","","Residential","","","Motor City","","1","","DAMAC HILLS - LORETO"
"0120231204000347","2023-12-04 14:50:14","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Hebiah Fifth","45000","45000","Free Hold","61.79","Unit","Flat","","Residential","","","Motor City","","1","","REMRAAM"
"0120231204000347","2023-12-04 14:50:14","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Hebiah Fifth","45000","45000","Free Hold","61.79","Unit","Flat","","Residential","","","Motor City","","1","","Remraam - Al Ramth"
"0120231204000347","2023-12-04 14:50:14","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Hebiah Fifth","45000","45000","Free Hold","61.79","Unit","Flat","","Residential","","","Motor City","","1","","REMRAAM - AL RAMTH 2"
"0120231204000347","2023-12-04 14:50:14","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Hebiah Fifth","45000","45000","Free Hold","61.79","Unit","Flat","","Residential","","","Motor City","","1","","REMRAAM"
"0120231204000359","2023-12-04 15:00:17","2024-01-16 00:00:00","2025-01-15 00:00:00","New","Al Suq Al Kabeer","28000","28000","Non Free Hold","34","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000365","2023-12-04 15:08:56","2023-12-01 00:00:00","2024-12-07 00:00:00","New","Madinat Al Mataar","46000","46000","Free Hold","70.59","Unit","Flat","","Residential","","","Expo 2020 Site","","1","",""
"0120231204000369","2023-12-04 15:11:43","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Baraha","48000","48000","Non Free Hold","64","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000372","2023-12-04 15:14:26","2024-01-16 00:00:00","2025-01-15 00:00:00","New","Al Suq Al Kabeer","31000","31000","Non Free Hold","44","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120231204000375","2023-12-04 15:15:09","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Qusais Industrial Fifth","29500","29500","Non Free Hold","45.05","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000377","2023-12-04 15:17:13","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Goze Industrial Second","120925","120925","Non Free Hold","320.98","Unit","Warehouse","","Industrial","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231204000380","2023-12-04 15:19:55","2023-10-15 00:00:00","2024-10-14 00:00:00","New","Al Bada","65000","65000","Non Free Hold","69","Unit","Flat","","Residential","Trade Centre Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120231204000385","2023-12-04 15:25:24","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Qusais Industrial Fifth","49000","49000","Non Free Hold","110.54","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000387","2023-12-04 15:26:03","2023-12-06 00:00:00","2024-12-05 00:00:00","New","Al Qusais Industrial Fifth","37000","37000","Non Free Hold","70.97","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000390","2023-12-04 15:27:16","2023-12-08 00:00:00","2024-12-07 00:00:00","New","Al Qusais Industrial Fifth","37000","37000","Non Free Hold","70.97","Unit","Flat","","Residential","Al Qusais Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000394","2023-12-04 15:28:32","2023-12-01 00:00:00","2024-11-30 00:00:00","New","Al Goze Industrial Second","120925","120925","Non Free Hold","320.98","Unit","Warehouse","","Industrial","Noor Bank Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120231204000396","2023-12-04 15:31:04","2023-12-10 00:00:00","2024-12-09 00:00:00","New","Al Warsan First","25000","25000","Free Hold","69","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120231204000399","2023-12-04 15:33:33","2023-12-20 00:00:00","2024-12-19 00:00:00","New","Al Qusais Industrial Fourth","47000","47000","Non Free Hold","80","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000401","2023-12-04 15:38:14","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Warqa First","57000","57000","Non Free Hold","102","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120231204000402","2023-12-04 15:39:19","2023-12-05 00:00:00","2024-12-04 00:00:00","New","Al Warsan First","36000","36000","Free Hold","67","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
