Ejari Contract Number,Registration Date,Start Date,End Date,Version,Area,Contract Amount,Annual Amount,Is Free Hold?,Property Size (sq.m),Property Type,Property Sub Type,Number of Rooms,Usage,Nearest Metro,Nearest Mall,Nearest Landmark,Parking,No of Units,Master Project,Project
"0120210729000555","2023-07-30 20:03:34","2023-10-06 00:00:00","2024-10-05 00:00:00","Renewed","Oud Metha","85000","85000","Non Free Hold","141.68","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210731000172","2023-07-30 17:47:21","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Murqabat","33000","33000","Non Free Hold","1","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210731000241","2023-07-30 11:26:33","2023-08-05 00:00:00","2024-08-04 00:00:00","Renewed","Al Hamriya","28000","28000","Non Free Hold","1","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210731001778","2023-07-30 09:42:04","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Hamriya","37000","37000","Non Free Hold","1","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210801000702","2023-07-30 12:48:40","2023-09-22 00:00:00","2024-09-21 00:00:00","Renewed","Mankhool","47000","47000","Non Free Hold","73.65","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210801002111","2023-07-30 16:44:00","2023-08-05 00:00:00","2024-08-04 00:00:00","Renewed","Al Barsha First","59000","59000","Non Free Hold","78","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120210809001424","2023-07-30 15:51:18","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Al Saffa First","85000","85000","Non Free Hold","143","Unit","Flat","","Residential","Business Bay Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120210811000272","2023-07-30 08:23:05","2023-09-11 00:00:00","2024-09-10 00:00:00","Renewed","Al Qusais First","30000","30000","Non Free Hold","1","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210811003218","2023-07-30 15:28:35","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Barsha South Fourth","32000","32000","Free Hold","40.18","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","","PLATINUM RESIDENCE"
"0120210823000093","2023-07-30 08:27:38","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Al Qusais Second","44000","44000","Non Free Hold","10","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210905000611","2023-07-30 17:36:45","2023-08-05 00:00:00","2024-08-04 00:00:00","Renewed","Al Murqabat","50000","50000","Non Free Hold","1130","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120210909003988","2023-07-30 20:02:27","2023-09-09 00:00:00","2024-09-08 00:00:00","Renewed","Al Warsan First","86870","86870","Free Hold","39","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","2","",""
"0120210909003988","2023-07-30 20:02:27","2023-09-09 00:00:00","2024-09-08 00:00:00","Renewed","Al Warsan First","86870","86870","Free Hold","54","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","2","",""
"0120210915000189","2023-07-30 08:16:12","2023-09-25 00:00:00","2024-09-24 00:00:00","Renewed","Al Qusais Second","34000","34000","Non Free Hold","10","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210915003645","2023-07-30 15:12:18","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Safouh First","40000","40000","Free Hold","55","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"0120210920001273","2023-07-30 17:39:01","2023-10-01 00:00:00","2024-09-30 00:00:00","Renewed","Al Qusais Second","34000","34000","Non Free Hold","10","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120210930003755","2023-07-30 14:00:58","2023-09-26 00:00:00","2024-09-25 00:00:00","Renewed","Al Murqabat","55600","55600","Non Free Hold","64.57","Unit","Office","","Commercial","Union Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120211104002245","2023-07-30 11:23:31","2022-11-06 00:00:00","2023-11-05 00:00:00","Renewed","Burj Khalifa","112000","112000","Free Hold","135.29","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120211107000180","2023-07-30 11:59:45","2022-11-10 00:00:00","2023-11-09 00:00:00","Renewed","Burj Khalifa","148500","148500","Free Hold","193.93","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120211114002959","2023-07-30 12:35:55","2022-11-21 00:00:00","2023-11-20 00:00:00","Renewed","Al Safouh First","107800","107800","Free Hold","117.68","Unit","Flat","","Residential","Dubai Internet City","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220105003557","2023-07-30 11:33:02","2023-01-01 00:00:00","2023-12-31 00:00:00","Renewed","Al Wasl","30000","30000","Non Free Hold","76.92","Unit","Flat","","Residential","Buj Khalifa Dubai Mall Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220208004691","2023-07-30 12:15:48","2023-01-01 00:00:00","2023-12-31 00:00:00","Renewed","Naif","26000","26000","Non Free Hold","30.97","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220312000654","2023-07-30 15:08:06","2023-04-01 00:00:00","2024-03-31 00:00:00","Renewed","Eyal Nasser","35000","35000","Non Free Hold","18.21","Unit","Shop","","Commercial","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120220314005724","2023-07-30 18:28:46","2023-07-11 00:00:00","2024-01-10 00:00:00","Renewed","Naif","12500","25000","Non Free Hold","26.86","Unit","Flat","","Residential","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220326000723","2023-07-30 12:42:36","2023-05-05 00:00:00","2024-06-04 00:00:00","Renewed","Warsan Fourth","56000","51692.31","Free Hold","123.9","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220415003441","2023-07-30 14:27:13","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Al Murqabat","68000","68000","Non Free Hold","135","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220417000598","2023-07-30 12:14:04","2023-06-20 00:00:00","2024-06-19 00:00:00","Renewed","Al Suq Al Kabeer","25000","25000","Non Free Hold","20.26","Unit","Flat","","Residential","Al Ghubaiba Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220420004123","2023-07-30 14:55:47","2023-04-20 00:00:00","2024-04-19 00:00:00","Renewed","Business Bay","50000","50000","Free Hold","84.47","Unit","Office","","Commercial","Business Bay Metro Station","Dubai Mall","Downtown Dubai","","1","","THE EXCHANGE"
"0120220424000817","2023-07-30 10:50:44","2023-05-31 00:00:00","2024-05-30 00:00:00","Renewed","Hor Al Anz","100000","100000","Non Free Hold","0","Villa","Villa","","Residential","Abu Baker Al Siddique Metro Station","","Dubai International Airport","0","1","",""
"0120220425002062","2023-07-30 00:19:45","2023-05-01 00:00:00","2024-04-30 00:00:00","Renewed","Wadi Al Safa 2","31000","31000","Free Hold","56.25","Unit","Flat","","Residential","","","IMG World Adventures","","1","","QPOINT LIWAN-PLOT R008 A&B"
"0120220426001040","2023-07-30 13:31:26","2023-08-02 00:00:00","2024-02-01 00:00:00","Renewed","Jabal Ali First","16799.5","33599","Free Hold","51","Unit","Flat","","Residential","","","","","1","",""
"0120220522001177","2023-07-30 15:22:23","2023-06-21 00:00:00","2024-06-20 00:00:00","Renewed","Naif","343308","343308","Non Free Hold","26.01","Unit","Shop","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","2","",""
"0120220522001177","2023-07-30 15:22:23","2023-06-21 00:00:00","2024-06-20 00:00:00","Renewed","Naif","343308","343308","Non Free Hold","28.24","Unit","Shop","","Commercial","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","2","",""
"0120220525002292","2023-07-30 10:53:09","2023-06-01 00:00:00","2024-05-31 00:00:00","Renewed","Al Karama","100000","100000","Non Free Hold","120.82","Unit","Office","","Commercial","ADCB Metro Station","Dubai Mall","Burj Khalifa","","2","",""
"0120220525002292","2023-07-30 10:53:09","2023-06-01 00:00:00","2024-05-31 00:00:00","Renewed","Al Karama","100000","100000","Non Free Hold","85.5","Unit","Office","","Commercial","ADCB Metro Station","Dubai Mall","Burj Khalifa","","2","",""
"0120220526001620","2023-07-30 17:04:37","2023-06-26 00:00:00","2024-06-25 00:00:00","Renewed","Al Barsha First","63000","63000","Non Free Hold","102","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220528000557","2023-07-30 12:49:18","2023-02-01 00:00:00","2024-01-31 00:00:00","Renewed","Warsan Fourth","75000","75000","Free Hold","204.74","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220601003667","2023-07-30 10:51:07","2023-06-02 00:00:00","2024-06-01 00:00:00","Renewed","Al Barsha South Fifth","37500","37500","Free Hold","50.38","Unit","Flat","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","",""
"0120220606002163","2023-07-30 12:50:29","2023-07-15 00:00:00","2024-08-14 00:00:00","Renewed","Warsan Fourth","56000","51692.31","Free Hold","117.29","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220613005054","2023-07-30 16:50:03","2023-07-18 00:00:00","2024-07-17 00:00:00","Renewed","Al Barsha First","12000","12000","Non Free Hold","176","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220616004332","2023-07-30 16:59:28","2023-06-20 00:00:00","2024-06-19 00:00:00","Renewed","Al Suq Al Kabeer","63000","63000","Non Free Hold","399.02","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220620005139","2023-07-30 16:59:52","2023-07-20 00:00:00","2024-07-19 00:00:00","Renewed","Al Barsha First","63000","63000","Non Free Hold","102","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220620005149","2023-07-30 16:57:52","2023-07-22 00:00:00","2024-07-21 00:00:00","Renewed","Al Barsha First","63000","63000","Non Free Hold","102","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220621001759","2023-07-30 11:04:40","2023-06-20 00:00:00","2024-06-19 00:00:00","Renewed","Al Murqabat","135000","135000","Non Free Hold","139.35","Unit","Flat","","Residential","Al Rigga Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220621005209","2023-07-30 19:57:57","2023-07-25 00:00:00","2024-07-24 00:00:00","Renewed","Oud Metha","115000","115000","Non Free Hold","207.27","Unit","Flat","","Residential","Healthcare City Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220622000049","2023-07-30 13:27:03","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Nadd Hessa","45000","45000","Free Hold","78.89","Unit","Flat","","Residential","","","IMG World Adventures","","1","","ATRIUM GOLD TOWERS"
"0120220623000838","2023-07-30 16:19:27","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Warsan Fourth","32000","32000","Free Hold","41.96","Unit","Flat","","Residential","","","","","1","",""
"0120220623002617","2023-07-30 17:13:53","2023-07-22 00:00:00","2024-06-21 00:00:00","Renewed","Al Barsha First","60000","65454.55","Non Free Hold","102","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220623002663","2023-07-30 17:17:20","2023-07-25 00:00:00","2024-07-24 00:00:00","Renewed","Al Barsha First","115000","115000","Non Free Hold","176","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220627005728","2023-07-30 17:07:22","2023-07-27 00:00:00","2024-07-26 00:00:00","Renewed","Al Barsha First","63000","63000","Non Free Hold","102","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220628001602","2023-07-30 13:50:35","2023-08-05 00:00:00","2024-08-04 00:00:00","Renewed","Jabal Ali First","66000","66000","Free Hold","138","Unit","Flat","","Residential","","","","","1","",""
"0120220628005220","2023-07-30 10:07:25","2023-08-02 00:00:00","2024-08-01 00:00:00","Renewed","Al Barsha South Fifth","44500","44500","Free Hold","72.57","Unit","Flat","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","",""
"0120220628005389","2023-07-30 17:10:21","2023-07-30 00:00:00","2024-07-29 00:00:00","Renewed","Al Barsha First","60000","60000","Non Free Hold","102","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220628005763","2023-07-30 20:17:32","2023-07-01 00:00:00","2024-06-30 00:00:00","Renewed","Al Suq Al Kabeer","35000","35000","Non Free Hold","10","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220629004427","2023-07-30 13:50:39","2023-08-06 00:00:00","2024-08-05 00:00:00","Renewed","Jabal Ali First","66000","66000","Free Hold","140","Unit","Flat","","Residential","","","","","1","",""
"0120220701003480","2023-07-30 10:17:12","2023-07-29 00:00:00","2024-07-28 00:00:00","Renewed","Al Warsan First","17500","17500","Free Hold","24.55","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220701003997","2023-07-30 17:02:02","2023-07-31 00:00:00","2024-07-30 00:00:00","Renewed","Al Barsha First","63000","63000","Non Free Hold","102","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220703000639","2023-07-30 12:03:37","2023-07-10 00:00:00","2024-07-09 00:00:00","Renewed","Al Nahda Second","52500","52500","Non Free Hold","106.83","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220707003769","2023-07-30 15:04:11","2023-07-14 00:00:00","2024-07-13 00:00:00","Renewed","Wadi Al Safa 2","135000","135000","Free Hold","45.87","Virtual Unit","Shop","","Commercial","","","IMG World Adventures","","1","",""
"0120220712002188","2023-07-30 14:37:23","2023-07-15 00:00:00","2024-07-14 00:00:00","Renewed","Jabal Ali First","28600","28600","Free Hold","45","Unit","Flat","","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120220713000126","2023-07-30 13:08:53","2023-08-19 00:00:00","2024-08-18 00:00:00","Renewed","Jabal Ali First","49350","49350","Free Hold","92","Unit","Flat","","Residential","","","","","1","",""
"0120220713004770","2023-07-30 13:09:02","2023-07-25 00:00:00","2024-07-24 00:00:00","Renewed","Nadd Hessa","52000","52000","Free Hold","84.16","Unit","Flat","","Residential","","","IMG World Adventures","","1","","ATRIUM GOLD TOWERS"
"0120220713004996","2023-07-30 17:54:48","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Madinat Al Mataar","30000","30000","Free Hold","44.43","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","MAG 5 BOULEVARD"
"0120220713004996","2023-07-30 17:54:48","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Madinat Al Mataar","30000","30000","Free Hold","44.43","Unit","Flat","","Residential","","","Expo 2020 Site","","1","","MAG 5"
"0120220718000168","2023-07-30 11:12:28","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Karama","25000","25000","Non Free Hold","39.48","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220718004608","2023-07-30 12:05:20","2023-07-20 00:00:00","2024-07-19 00:00:00","Renewed","Al Nahda Second","35000","35000","Non Free Hold","62","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220719002772","2023-07-30 10:16:08","2023-07-25 00:00:00","2024-07-24 00:00:00","Renewed","Wadi Al Safa 2","39000","39000","Free Hold","69.3","Unit","Flat","","Residential","","","IMG World Adventures","","1","","Q - Zone (Qpoint - Phase III) MU007"
"0120220719002772","2023-07-30 10:16:08","2023-07-25 00:00:00","2024-07-24 00:00:00","Renewed","Wadi Al Safa 2","39000","39000","Free Hold","69.3","Unit","Flat","","Residential","","","IMG World Adventures","","1","","QPOINT LIWAN- PLOT MU007"
"0120220719002957","2023-07-30 10:33:59","2023-07-21 00:00:00","2024-07-20 00:00:00","Renewed","Al Barsha South Fifth","78000","78000","Free Hold","107.36","Unit","Flat","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","",""
"0120220719003846","2023-07-30 13:54:37","2023-07-19 00:00:00","2024-07-18 00:00:00","Renewed","Naif","21000","21000","Non Free Hold","18.58","Unit","Shop","","Commercial","Union Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220721002267","2023-07-30 12:35:56","2023-09-15 00:00:00","2024-09-14 00:00:00","Renewed","Al Barsha South Fourth","115000","115000","Free Hold","105.59","Villa","Villa","3","Residential","Dubai Internet City","Mall of the Emirates","Sports City Swimming Academy","","1","",""
"0120220722002420","2023-07-30 13:50:42","2023-08-28 00:00:00","2024-08-27 00:00:00","Renewed","Jabal Ali First","49350","49350","Free Hold","86","Unit","Flat","","Residential","","","","","1","",""
"0120220723001033","2023-07-30 12:24:58","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Suq Al Kabeer","20000","20000","Non Free Hold","17","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220723001173","2023-07-30 18:21:07","2023-07-31 00:00:00","2024-07-30 00:00:00","Renewed","Al Baraha","24000","24000","Non Free Hold","1","Unit","Flat","","Residential","Palm Deira Metro Stations","Dubai Mall","Dubai International Airport","","1","",""
"0120220724000487","2023-07-30 13:05:18","2023-08-05 00:00:00","2024-08-04 00:00:00","Renewed","Al Nahda First","38000","38000","Non Free Hold","75.81","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220724000715","2023-07-30 13:14:14","2023-08-01 00:00:00","2024-03-31 00:00:00","Renewed","Mankhool","64844","97266","Non Free Hold","239.88","Unit","Flat","","Residential","Burjuman Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220725002538","2023-07-30 15:49:16","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Mararr","24500","24500","Non Free Hold","26.29","Unit","Office","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220725002827","2023-07-30 13:30:28","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Naif","20000","20000","Non Free Hold","27.87","Unit","Office","","Commercial","Baniyas Square Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220726004342","2023-07-30 13:18:26","2023-07-25 00:00:00","2024-07-24 00:00:00","Renewed","Nadd Hessa","30360","30360","Free Hold","41.94","Unit","Flat","","Residential","","","IMG World Adventures","","1","","LA VISTA 06"
"0120220726004592","2023-07-30 12:19:34","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Nahda Second","49000","49000","Non Free Hold","92.9","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220726004592","2023-07-30 12:19:34","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Nahda Second","49000","49000","Non Free Hold","92.9","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220727000276","2023-07-30 15:07:57","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Jadaf","46000","46000","Non Free Hold","63.18","Unit","Flat","","Residential","Al Jadaf Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220727005396","2023-07-30 19:09:32","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Qusais First","35000","35000","Non Free Hold","80","Unit","Flat","","Residential","Al Nahda Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220728001440","2023-07-30 13:50:29","2023-08-03 00:00:00","2024-08-02 00:00:00","Renewed","Al Nahda Second","48400","48400","Non Free Hold","114.27","Unit","Flat","","Residential","STADIUM Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220728002355","2023-07-30 13:13:40","2023-07-29 00:00:00","2023-10-28 00:00:00","Renewed","Al Barsha First","11850","47400","Non Free Hold","74.32","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220728003904","2023-07-30 13:33:36","2023-08-02 00:00:00","2024-08-01 00:00:00","Renewed","Al Warqa First","48000","48000","Non Free Hold","0","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220729000117","2023-07-30 13:08:35","2023-08-02 00:00:00","2024-08-01 00:00:00","Renewed","Madinat Dubai Almelaheyah","74000","74000","Non Free Hold","128.62","Unit","Flat","","Residential","Al Jafiliya Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220730000084","2023-07-30 13:40:21","2023-08-05 00:00:00","2024-08-04 00:00:00","Renewed","Jabal Ali First","45150","45150","Free Hold","81","Unit","Flat","","Residential","","","","","1","",""
"0120220731000277","2023-07-30 12:54:20","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Murqabat","49500","49500","Non Free Hold","121","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220731000603","2023-07-30 14:32:50","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Warqa First","58000","58000","Non Free Hold","0","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220801000554","2023-07-30 12:42:09","2023-07-25 00:00:00","2024-07-24 00:00:00","Renewed","Nadd Hessa","62400","62400","Free Hold","91.65","Unit","Flat","","Residential","","","IMG World Adventures","","1","","LA VISTA 04"
"0120220801001205","2023-07-30 13:01:55","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Me'Aisem First","23805","23805","Free Hold","34.89","Unit","Studio ","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","","LAKESIDE"
"0120220801001615","2023-07-30 13:43:49","2023-07-25 00:00:00","2024-07-24 00:00:00","Renewed","Al Hebiah First","54300","54300","Free Hold","85.12","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Motor City","","1","",""
"0120220801004625","2023-07-30 11:15:25","2023-08-10 00:00:00","2024-08-09 00:00:00","Renewed","Al Barsha South Fifth","38500","38500","Free Hold","44.98","Unit","Flat","","Residential","Damac Properties","Marina Mall","Sports City Swimming Academy","","1","",""
"0120220802004079","2023-07-30 15:56:02","2023-08-15 00:00:00","2024-08-14 00:00:00","Renewed","Al Barsha First","50400","50400","Non Free Hold","81.51","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220803001889","2023-07-30 12:40:37","2023-07-10 00:00:00","2024-07-09 00:00:00","Renewed","Warsan Fourth","42000","42000","Free Hold","100.09","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220803002387","2023-07-30 12:51:56","2023-08-27 00:00:00","2024-09-26 00:00:00","Renewed","Warsan Fourth","35000","32307.69","Free Hold","77.58","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220803005221","2023-07-30 18:22:51","2023-08-05 00:00:00","2024-08-04 00:00:00","Renewed","Al Murqabat","30800","30800","Non Free Hold","27.87","Unit","Flat","","Residential","Salah Al Din Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220805002584","2023-07-30 12:39:01","2023-08-10 00:00:00","2024-08-09 00:00:00","Renewed","Al Thanyah Fifth","242000","242000","Free Hold","680","Villa","Villa","3","Residential","Harbour Tower","Ibn-e-Battuta Mall","Sports City Swimming Academy","","1","",""
"0120220810002801","2023-07-30 17:13:21","2023-08-01 00:00:00","2024-07-31 00:00:00","Renewed","Al Baraha","60000","60000","Non Free Hold","0","Unit","Flat","","Residential","Salah Al Din Metro Station","","Dubai International Airport","","1","",""
"0120220814000177","2023-07-30 12:28:41","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Al Raffa","50400","50400","Non Free Hold","1","Unit","Flat","","Residential","ADCB Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220816002134","2023-07-30 13:25:26","2023-08-16 00:00:00","2024-08-15 00:00:00","Renewed","Warsan Fourth","35000","35000","Free Hold","38.27","Unit","Flat","","Residential","Rashidiya Metro Station","City Centre Mirdif","","","1","",""
"0120220816004229","2023-07-30 13:36:32","2023-08-20 00:00:00","2024-08-19 00:00:00","Renewed","Al Barsha First","85000","85000","Non Free Hold","147.96","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220817000168","2023-07-30 08:20:42","2023-09-05 00:00:00","2024-09-04 00:00:00","Renewed","Mankhool","47000","47000","Non Free Hold","1","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Burj Khalifa","","1","",""
"0120220819002265","2023-07-30 13:31:16","2023-08-25 00:00:00","2024-08-24 00:00:00","Renewed","Al Karama","52999","52999","Non Free Hold","87.6","Unit","Flat","","Residential","Oud Metha Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220821000041","2023-07-30 17:44:38","2023-09-10 00:00:00","2024-09-09 00:00:00","Renewed","Al Qusais First","39000","39000","Non Free Hold","1","Unit","Flat","","Residential","Airport Free Zone","City Centre Mirdif","Dubai International Airport","","1","",""
"0120220821000746","2023-07-30 17:05:49","2023-09-01 00:00:00","2024-08-31 00:00:00","Renewed","Al Hamriya","30800","30800","Non Free Hold","1","Unit","Flat","","Residential","Al Fahidi Metro Station","Dubai Mall","Dubai International Airport","","1","",""
"0120220824001089","2023-07-30 13:04:35","2023-08-24 00:00:00","2024-08-23 00:00:00","Renewed","Marsa Dubai","120750","120750","Free Hold","113.86","Unit","Flat","","Residential","Dubai Marina","Marina Mall","Burj Al Arab","","1","",""
"0120220824003640","2023-07-30 11:13:13","2023-08-24 00:00:00","2024-08-23 00:00:00","Renewed","Al Barsha First","65000","65000","Non Free Hold","105.54","Unit","Flat","","Residential","Sharaf Dg Metro Station","Mall of the Emirates","Burj Al Arab","","1","",""
"0120220824006067","2023-07-30 06:42:36","2023-07-12 00:00:00","2024-07-11 00:00:00","Renewed","Al Thanyah Fifth","52500","52500","Free Hold","57.65","Unit","Flat","","Residential","Marina Mall Metro Station","Marina Mall","Burj Al Arab","","1","","NEW DUBAI GATE1"
"0120220826002445","2023-07-30 19:58:27","2023-08-17 00:00:00","2024-08-16 00:00:00","Renewed","Al Warsan First","196760","196760","Free Hold","66","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","6","",""
"0120220826002445","2023-07-30 19:58:27","2023-08-17 00:00:00","2024-08-16 00:00:00","Renewed","Al Warsan First","196760","196760","Free Hold","49","Unit","Shop","","Commercial","Rashidiya Metro Station","City Centre Mirdif","","","6","",""
